job_id,company_id,title,category,posted_date,is_remote
1271,193,Design,Data & Analytics,2026-03-15,0
1272,494,Design,Marketing,2026-01-27,0
1273,9,Marketing,Software Engineering,2026-04-15,1
1274,10,Sales,Operations,2026-02-13,1
1275,336,Design,Sales,2025-10-19,0
1276,392,Operations,Finance & Accounting,2025-11-26,0
1277,241,Marketing,Design,2025-10-29,0
1278,56,Sales,Data & Analytics,2026-02-06,1
1279,471,Sales,Customer Support,2025-10-27,0
1280,138,Software Engineering,Marketing,2026-03-07,0
1281,571,Software Engineering,Marketing,2026-04-12,1
1282,164,Design,Finance & Accounting,2025-11-23,1
1283,361,Software Engineering,Operations,2025-10-09,0
1284,103,Finance & Accounting,Marketing,2025-08-22,1
1285,208,Customer Support,Finance & Accounting,2026-01-24,0
1286,448,Design,Data & Analytics,2025-10-14,0
1287,516,Marketing,Operations,2025-08-21,1
1288,96,Sales,Software Engineering,2025-12-16,1
1289,191,Software Engineering,Marketing,2026-04-12,0
1290,158,Marketing,Customer Support,2025-11-07,0
1291,322,Customer Support,Sales,2025-12-15,0
1292,298,Sales,Finance & Accounting,2025-11-30,0
1293,567,Design,Finance & Accounting,2026-04-22,0
1294,229,Design,Sales,2026-04-15,0
1295,571,Operations,Operations,2026-03-23,0
1296,217,Sales,Operations,2026-03-30,1
1297,302,Design,Sales,2025-09-25,0
1298,36,Marketing,Sales,2025-08-16,0
1299,45,Operations,Data & Analytics,2025-12-31,0
1300,185,Operations,Finance & Accounting,2025-10-23,0
1301,149,Software Engineering,Marketing,2025-08-28,0
1302,405,Operations,Marketing,2026-03-15,0
1303,251,Finance & Accounting,Sales,2025-11-09,0
1304,20,Data & Analytics,Sales,2025-10-16,0
1305,308,Finance & Accounting,Operations,2026-02-27,0
1306,517,Design,Operations,2025-11-28,0
1307,581,Design,Software Engineering,2025-11-11,0
1308,50,Marketing,Marketing,2025-10-23,0
1309,588,Marketing,Design,2025-11-20,0
1310,523,Software Engineering,Finance & Accounting,2025-10-22,0
1311,431,Data & Analytics,Marketing,2026-01-15,0
1312,105,Customer Support,Operations,2025-09-25,0
1313,320,Customer Support,Data & Analytics,2025-10-12,1
1314,284,Design,Data & Analytics,2026-04-01,0
1315,367,Finance & Accounting,Marketing,2025-12-17,0
1316,24,Marketing,Software Engineering,2025-09-18,1
1317,531,Software Engineering,Marketing,2025-08-20,0
1318,553,Software Engineering,Sales,2026-01-13,1
1319,97,Software Engineering,Data & Analytics,2026-03-29,0
1320,413,Design,Customer Support,2026-02-01,0
1321,1,Sales,Sales,2026-04-04,0
1322,512,Finance & Accounting,Data & Analytics,2025-11-10,0
1323,11,Data & Analytics,Software Engineering,2025-08-15,0
1324,142,Finance & Accounting,Sales,2026-02-23,1
1325,249,Data & Analytics,Software Engineering,2025-12-06,0
1326,473,Marketing,Finance & Accounting,2025-09-05,1
1327,241,Sales,Operations,2026-03-12,1
1328,134,Data & Analytics,Sales,2025-09-19,0
1329,179,Marketing,Finance & Accounting,2026-04-04,0
1330,490,Marketing,Software Engineering,2025-09-16,0
1331,257,Data & Analytics,Marketing,2025-08-15,0
1332,314,Software Engineering,Customer Support,2025-12-14,0
1333,465,Data & Analytics,Design,2026-01-01,0
1334,110,Software Engineering,Operations,2025-10-06,0
1335,167,Finance & Accounting,Customer Support,2025-09-14,0
1336,278,Software Engineering,Customer Support,2026-03-01,0
1337,404,Marketing,Sales,2026-04-03,0
1338,40,Marketing,Data & Analytics,2026-01-07,0
1339,379,Finance & Accounting,Design,2026-02-12,1
1340,133,Finance & Accounting,Finance & Accounting,2025-10-31,0
1341,586,Finance & Accounting,Software Engineering,2026-03-08,1
1342,228,Data & Analytics,Finance & Accounting,2026-02-12,0
1343,357,Design,Design,2026-03-04,1
1344,117,Customer Support,Finance & Accounting,2026-04-22,1
1345,276,Finance & Accounting,Operations,2026-04-26,0
1346,108,Customer Support,Operations,2025-12-24,1
1347,42,Customer Support,Marketing,2026-04-10,0
1348,189,Finance & Accounting,Finance & Accounting,2026-02-08,0
1349,524,Sales,Marketing,2025-11-06,1
1350,84,Sales,Design,2025-10-17,0
1351,220,Sales,Customer Support,2026-04-02,0
1352,102,Operations,Finance & Accounting,2026-02-13,0
1353,472,Design,Customer Support,2025-08-29,0
1354,57,Customer Support,Data & Analytics,2025-12-04,1
1355,406,Sales,Finance & Accounting,2026-02-11,1
1356,246,Sales,Customer Support,2026-03-12,0
1357,295,Data & Analytics,Design,2026-04-02,0
1358,532,Data & Analytics,Design,2026-03-03,0
1359,175,Design,Marketing,2026-02-14,0
1360,269,Software Engineering,Data & Analytics,2025-12-20,1
1361,128,Sales,Customer Support,2025-11-20,0
1362,330,Finance & Accounting,Data & Analytics,2026-04-03,0
1363,249,Data & Analytics,Software Engineering,2025-12-16,0
1364,504,Sales,Software Engineering,2026-02-04,1
1365,470,Finance & Accounting,Customer Support,2026-04-08,1
1366,340,Software Engineering,Customer Support,2025-10-17,1
1367,154,Marketing,Design,2026-02-11,0
1368,402,Operations,Finance & Accounting,2026-02-11,0
1369,129,Operations,Finance & Accounting,2025-11-10,0
1370,251,Sales,Customer Support,2025-08-13,0
1371,116,Finance & Accounting,Marketing,2025-10-28,0
1372,530,Operations,Operations,2026-02-28,0
1373,200,Customer Support,Design,2025-09-10,1
1374,479,Finance & Accounting,Operations,2025-11-08,0
1375,84,Marketing,Marketing,2025-12-16,1
1376,358,Design,Finance & Accounting,2025-09-05,0
1377,571,Software Engineering,Data & Analytics,2026-01-17,1
1378,35,Customer Support,Customer Support,2025-08-19,0
1379,429,Software Engineering,Design,2025-10-01,0
1380,449,Sales,Design,2025-09-19,0
1381,434,Operations,Finance & Accounting,2026-03-24,0
1382,494,Design,Marketing,2025-12-08,1
1383,287,Operations,Customer Support,2025-09-04,0
1384,318,Design,Sales,2026-04-02,0
1385,177,Data & Analytics,Operations,2025-11-11,0
1386,101,Software Engineering,Finance & Accounting,2026-01-02,1
1387,511,Operations,Sales,2025-10-14,0
1388,198,Software Engineering,Software Engineering,2025-10-29,0
1389,333,Marketing,Data & Analytics,2026-01-17,0
1390,203,Design,Data & Analytics,2026-02-01,0
1391,178,Design,Software Engineering,2025-12-10,0
1392,56,Data & Analytics,Customer Support,2025-09-13,1
1393,14,Data & Analytics,Data & Analytics,2025-12-13,1
1394,102,Design,Data & Analytics,2026-01-14,0
1395,406,Sales,Operations,2026-01-07,0
1396,180,Data & Analytics,Marketing,2025-12-27,1
1397,436,Finance & Accounting,Customer Support,2026-03-22,0
1398,515,Operations,Design,2026-01-11,0
1399,494,Sales,Finance & Accounting,2026-04-14,1
1400,97,Software Engineering,Design,2025-09-26,0
1401,312,Sales,Data & Analytics,2026-01-18,1
1402,135,Design,Marketing,2026-01-04,0
1403,86,Design,Data & Analytics,2025-08-21,0
1404,277,Marketing,Finance & Accounting,2026-04-17,0
1405,150,Marketing,Sales,2026-01-03,0
1406,428,Customer Support,Sales,2026-03-07,0
1407,268,Customer Support,Customer Support,2025-09-01,0
1408,396,Sales,Marketing,2025-11-09,0
1409,348,Finance & Accounting,Finance & Accounting,2025-11-19,1
1410,485,Finance & Accounting,Sales,2025-08-29,0
1411,220,Finance & Accounting,Data & Analytics,2026-02-15,0
1412,206,Software Engineering,Software Engineering,2026-01-10,0
1413,185,Sales,Marketing,2026-02-17,0
1414,328,Software Engineering,Customer Support,2025-09-23,0
1415,252,Software Engineering,Software Engineering,2025-10-20,1
1416,99,Software Engineering,Design,2026-04-04,0
1417,461,Marketing,Software Engineering,2026-01-03,1
1418,256,Data & Analytics,Software Engineering,2025-12-16,0
1419,403,Design,Customer Support,2025-10-18,0
1420,480,Software Engineering,Finance & Accounting,2025-12-17,0
1421,466,Design,Operations,2026-03-25,1
1422,183,Sales,Data & Analytics,2026-03-18,0
1423,257,Customer Support,Sales,2026-02-04,1
1424,387,Data & Analytics,Customer Support,2025-11-16,0
1425,484,Data & Analytics,Customer Support,2026-03-15,0
1426,545,Finance & Accounting,Operations,2026-02-26,0
1427,211,Finance & Accounting,Finance & Accounting,2026-01-23,0
1428,244,Marketing,Sales,2025-10-26,0
1429,547,Customer Support,Customer Support,2025-08-19,0
1430,128,Customer Support,Finance & Accounting,2025-12-12,1
1431,498,Design,Data & Analytics,2025-10-03,0
1432,328,Customer Support,Marketing,2025-10-07,0
1433,584,Marketing,Marketing,2026-03-30,0
1434,262,Software Engineering,Customer Support,2026-02-18,1
1435,529,Marketing,Design,2025-09-17,1
1436,577,Marketing,Data & Analytics,2025-09-24,1
1437,308,Software Engineering,Marketing,2026-02-12,0
1438,559,Data & Analytics,Software Engineering,2025-10-15,0
1439,473,Sales,Software Engineering,2025-10-02,0
1440,146,Finance & Accounting,Marketing,2026-01-17,0
1441,103,Software Engineering,Finance & Accounting,2025-09-27,1
1442,301,Software Engineering,Customer Support,2025-09-05,0
1443,437,Marketing,Data & Analytics,2025-08-21,0
1444,483,Sales,Marketing,2026-02-05,0
1445,467,Data & Analytics,Software Engineering,2025-12-09,1
1446,69,Design,Data & Analytics,2025-11-15,0
1447,256,Data & Analytics,Sales,2025-08-31,1
1448,41,Data & Analytics,Customer Support,2026-04-07,0
1449,208,Customer Support,Software Engineering,2026-02-02,0
1450,206,Sales,Software Engineering,2026-02-06,0
1451,109,Sales,Design,2026-04-08,0
1452,598,Operations,Data & Analytics,2026-03-06,0
1453,335,Design,Sales,2026-04-10,0
1454,60,Sales,Data & Analytics,2026-04-13,0
1455,569,Marketing,Sales,2026-04-07,0
1456,511,Software Engineering,Operations,2026-04-08,1
1457,91,Design,Marketing,2026-01-08,0
1458,130,Customer Support,Data & Analytics,2025-09-30,0
1459,493,Data & Analytics,Customer Support,2026-04-20,0
1460,311,Customer Support,Customer Support,2026-02-27,1
1461,247,Data & Analytics,Operations,2026-01-01,0
1462,206,Customer Support,Finance & Accounting,2026-02-08,0
1463,249,Marketing,Software Engineering,2025-09-22,0
1464,252,Data & Analytics,Customer Support,2025-08-16,1
1465,518,Data & Analytics,Design,2026-01-04,0
1466,58,Sales,Sales,2026-04-24,0
1467,444,Operations,Design,2026-01-05,0
1468,389,Design,Data & Analytics,2025-10-12,0
1469,459,Data & Analytics,Operations,2026-01-14,1
1470,343,Design,Finance & Accounting,2026-03-10,0
1471,161,Data & Analytics,Data & Analytics,2025-12-22,0
1472,292,Data & Analytics,Software Engineering,2025-09-16,0
1473,255,Customer Support,Marketing,2026-02-09,0
1474,296,Finance & Accounting,Finance & Accounting,2026-04-04,1
1475,481,Finance & Accounting,Marketing,2026-03-09,0
1476,84,Sales,Customer Support,2026-02-12,0
1477,356,Sales,Marketing,2026-03-03,1
1478,148,Software Engineering,Sales,2025-11-13,1
1479,395,Finance & Accounting,Sales,2026-02-17,0
1480,221,Customer Support,Design,2026-03-20,0
1481,363,Operations,Finance & Accounting,2025-12-10,0
1482,248,Marketing,Design,2025-09-16,1
1483,190,Sales,Design,2025-08-18,1
1484,531,Marketing,Operations,2026-01-23,0
1485,399,Finance & Accounting,Software Engineering,2025-12-29,1
1486,140,Operations,Customer Support,2025-09-03,1
1487,129,Marketing,Software Engineering,2026-03-16,0
1488,295,Data & Analytics,Marketing,2025-08-16,1
1489,460,Customer Support,Software Engineering,2026-03-14,0
1490,80,Sales,Finance & Accounting,2025-11-01,0
1491,113,Sales,Sales,2025-10-21,0
1492,428,Software Engineering,Customer Support,2026-03-13,0
1493,73,Marketing,Sales,2026-04-15,0
1494,137,Data & Analytics,Operations,2025-12-31,1
1495,183,Finance & Accounting,Finance & Accounting,2026-03-22,0
1496,422,Design,Operations,2026-03-05,1
1497,137,Marketing,Design,2026-03-02,0
1498,464,Operations,Data & Analytics,2026-02-03,0
1499,85,Design,Marketing,2025-08-16,0
1500,132,Operations,Marketing,2025-08-25,0
1501,528,Operations,Marketing,2025-09-26,0
1502,155,Data & Analytics,Software Engineering,2025-08-28,0
1503,290,Software Engineering,Sales,2025-11-03,0
1504,324,Marketing,Sales,2025-11-01,1
1505,465,Software Engineering,Software Engineering,2025-11-11,1
1506,210,Design,Customer Support,2026-03-21,1
1507,450,Data & Analytics,Operations,2026-01-15,0
1508,511,Software Engineering,Design,2025-11-01,0
1509,89,Customer Support,Design,2026-03-01,0
1510,152,Design,Finance & Accounting,2026-03-24,0
1511,219,Design,Sales,2026-04-29,0
1512,449,Sales,Finance & Accounting,2026-01-02,1
1513,554,Marketing,Software Engineering,2026-01-10,1
1514,171,Customer Support,Software Engineering,2025-09-13,1
1515,529,Data & Analytics,Customer Support,2025-11-23,1
1516,5,Design,Operations,2026-03-04,1
1517,358,Software Engineering,Data & Analytics,2025-09-20,0
1518,105,Data & Analytics,Operations,2026-01-11,1
1519,552,Customer Support,Software Engineering,2025-09-21,0
1520,568,Data & Analytics,Finance & Accounting,2026-01-16,0
1521,168,Customer Support,Software Engineering,2025-08-13,0
1522,182,Data & Analytics,Marketing,2026-02-17,0
1523,27,Finance & Accounting,Marketing,2025-09-08,1
1524,269,Sales,Finance & Accounting,2025-10-22,1
1525,113,Software Engineering,Software Engineering,2025-10-03,0
1526,19,Software Engineering,Marketing,2026-03-16,0
1527,121,Sales,Software Engineering,2025-08-29,1
1528,187,Data & Analytics,Marketing,2025-09-11,0
1529,463,Customer Support,Sales,2025-12-15,0
1530,522,Customer Support,Software Engineering,2026-01-15,0
1531,499,Sales,Marketing,2026-04-29,0
1532,386,Sales,Finance & Accounting,2026-03-16,0
1533,477,Software Engineering,Data & Analytics,2025-12-06,0
1534,437,Operations,Sales,2025-10-30,0
1535,252,Design,Operations,2026-03-09,1
1536,94,Design,Marketing,2026-04-24,1
1537,139,Operations,Operations,2026-04-04,0
1538,515,Data & Analytics,Software Engineering,2026-02-16,1
1539,180,Marketing,Operations,2025-09-20,0
1540,185,Customer Support,Customer Support,2025-11-08,0
1541,293,Marketing,Customer Support,2025-10-26,0
1542,519,Software Engineering,Marketing,2025-12-29,0
1543,392,Design,Software Engineering,2026-03-19,1
1544,382,Software Engineering,Customer Support,2025-09-11,0
1545,248,Marketing,Sales,2025-10-27,0
1546,98,Software Engineering,Software Engineering,2026-02-02,0
1547,234,Design,Software Engineering,2025-12-06,0
1548,207,Finance & Accounting,Finance & Accounting,2026-01-09,1
1549,353,Data & Analytics,Software Engineering,2025-09-13,0
1550,23,Data & Analytics,Software Engineering,2026-02-05,1
1551,85,Sales,Data & Analytics,2026-02-14,0
1552,548,Software Engineering,Operations,2025-10-07,0
1553,352,Marketing,Finance & Accounting,2025-10-16,0
1554,358,Marketing,Finance & Accounting,2026-03-27,1
1555,439,Marketing,Marketing,2026-02-01,0
1556,479,Data & Analytics,Design,2026-01-28,0
1557,38,Software Engineering,Software Engineering,2025-10-16,0
1558,107,Customer Support,Operations,2026-04-07,0
1559,517,Marketing,Data & Analytics,2025-10-28,0
1560,504,Sales,Operations,2025-12-01,1
1561,332,Customer Support,Software Engineering,2026-04-09,0
1562,257,Data & Analytics,Finance & Accounting,2025-11-20,0
1563,181,Design,Finance & Accounting,2026-02-05,0
1564,154,Design,Customer Support,2025-12-28,0
1565,559,Finance & Accounting,Software Engineering,2026-04-10,1
1566,421,Data & Analytics,Design,2025-09-01,0
1567,600,Sales,Customer Support,2025-11-03,0
1568,445,Data & Analytics,Data & Analytics,2026-04-08,1
1569,411,Operations,Operations,2026-01-07,0
1570,566,Design,Operations,2025-09-29,0
1571,151,Operations,Operations,2025-08-26,0
1572,217,Customer Support,Operations,2025-09-14,1
1573,32,Operations,Sales,2026-02-18,1
1574,554,Software Engineering,Customer Support,2025-08-25,0
1575,225,Finance & Accounting,Finance & Accounting,2025-10-12,0
1576,575,Operations,Software Engineering,2026-03-19,0
1577,168,Sales,Sales,2025-10-22,0
1578,497,Software Engineering,Sales,2025-12-15,0
1579,33,Software Engineering,Design,2025-11-28,0
1580,88,Design,Customer Support,2025-11-18,0
1581,443,Software Engineering,Data & Analytics,2025-09-06,1
1582,246,Operations,Finance & Accounting,2025-08-20,1
1583,459,Design,Marketing,2025-10-31,0
1584,360,Software Engineering,Sales,2025-09-18,0
1585,483,Marketing,Operations,2025-12-21,0
1586,448,Sales,Finance & Accounting,2026-04-18,0
1587,85,Customer Support,Marketing,2026-04-18,0
1588,192,Design,Software Engineering,2026-03-29,0
1589,219,Design,Operations,2025-09-27,0
1590,161,Marketing,Marketing,2025-08-14,1
1591,157,Customer Support,Operations,2026-01-03,1
1592,146,Finance & Accounting,Design,2026-01-07,0
1593,94,Design,Sales,2026-02-04,1
1594,231,Software Engineering,Operations,2025-10-06,0
1595,115,Marketing,Sales,2026-02-04,1
1596,588,Sales,Finance & Accounting,2025-08-13,1
1597,526,Sales,Finance & Accounting,2025-08-14,0
1598,145,Customer Support,Operations,2026-03-30,0
1599,163,Data & Analytics,Design,2026-04-29,0
1600,136,Customer Support,Customer Support,2026-04-06,0
1601,451,Operations,Marketing,2026-03-26,0
1602,479,Customer Support,Data & Analytics,2026-03-21,0
1603,294,Sales,Operations,2025-10-21,1
1604,146,Data & Analytics,Software Engineering,2025-11-30,0
1605,303,Operations,Operations,2026-01-26,0
1606,141,Finance & Accounting,Finance & Accounting,2025-11-08,0
1607,566,Customer Support,Customer Support,2026-03-01,1
1608,316,Sales,Finance & Accounting,2025-08-22,0
1609,353,Finance & Accounting,Design,2026-03-04,0
1610,204,Sales,Finance & Accounting,2025-08-31,1
1611,385,Sales,Customer Support,2026-01-31,0
1612,131,Design,Data & Analytics,2025-09-04,0
1613,554,Finance & Accounting,Design,2025-10-17,0
1614,56,Marketing,Operations,2025-12-24,0
1615,318,Customer Support,Finance & Accounting,2025-12-24,0
1616,94,Software Engineering,Customer Support,2026-03-06,1
1617,214,Marketing,Sales,2025-11-30,0
1618,13,Finance & Accounting,Data & Analytics,2026-01-10,0
1619,140,Finance & Accounting,Operations,2025-10-26,0
1620,136,Design,Software Engineering,2025-12-24,1
1621,551,Software Engineering,Sales,2026-04-23,0
1622,406,Finance & Accounting,Customer Support,2026-04-29,0
1623,234,Finance & Accounting,Customer Support,2025-10-30,0
1624,108,Marketing,Data & Analytics,2025-11-04,0
1625,364,Data & Analytics,Sales,2026-03-14,0
1626,223,Data & Analytics,Design,2025-09-09,1
1627,33,Finance & Accounting,Design,2026-03-22,1
1628,386,Software Engineering,Software Engineering,2025-10-10,0
1629,182,Data & Analytics,Design,2025-09-07,0
1630,26,Finance & Accounting,Finance & Accounting,2026-01-08,1
1631,518,Customer Support,Data & Analytics,2026-02-26,0
1632,518,Customer Support,Design,2026-03-20,0
1633,370,Design,Marketing,2026-04-01,0
1634,393,Finance & Accounting,Marketing,2026-01-22,0
1635,306,Design,Software Engineering,2026-01-04,0
1636,549,Design,Operations,2025-12-20,0
1637,317,Software Engineering,Operations,2025-12-03,0
1638,594,Operations,Marketing,2026-03-27,0
1639,343,Sales,Software Engineering,2026-04-10,0
1640,521,Sales,Design,2025-10-26,0
1641,182,Marketing,Finance & Accounting,2025-10-21,0
1642,435,Operations,Finance & Accounting,2026-02-14,1
1643,440,Data & Analytics,Customer Support,2025-10-13,0
1644,542,Data & Analytics,Data & Analytics,2025-12-11,0
1645,280,Customer Support,Finance & Accounting,2026-04-17,0
1646,295,Sales,Software Engineering,2025-08-14,0
1647,261,Customer Support,Finance & Accounting,2026-04-26,0
1648,377,Marketing,Software Engineering,2025-08-16,0
1649,444,Operations,Design,2025-09-12,0
1650,170,Marketing,Customer Support,2026-02-21,0
1651,229,Software Engineering,Sales,2026-01-20,1
1652,478,Operations,Software Engineering,2025-11-17,0
1653,426,Sales,Finance & Accounting,2026-03-07,0
1654,311,Finance & Accounting,Marketing,2025-09-25,1
1655,243,Data & Analytics,Sales,2026-04-12,0
1656,287,Operations,Software Engineering,2026-02-02,0
1657,104,Operations,Sales,2025-09-27,0
1658,556,Sales,Software Engineering,2025-11-03,0
1659,403,Sales,Sales,2026-01-03,0
1660,49,Operations,Finance & Accounting,2025-10-02,0
1661,593,Data & Analytics,Design,2026-01-09,0
1662,149,Customer Support,Finance & Accounting,2025-08-24,1
1663,99,Data & Analytics,Design,2026-04-23,0
1664,56,Design,Sales,2026-01-22,1
1665,334,Marketing,Data & Analytics,2026-02-12,0
1666,83,Marketing,Customer Support,2026-04-01,0
1667,134,Software Engineering,Operations,2026-03-25,0
1668,40,Operations,Data & Analytics,2025-12-10,0
1669,210,Operations,Design,2025-10-30,0
1670,188,Software Engineering,Customer Support,2026-04-26,0
1671,4,Software Engineering,Software Engineering,2025-12-20,1
1672,278,Software Engineering,Software Engineering,2025-12-11,0
1673,539,Software Engineering,Operations,2025-11-17,0
1674,393,Design,Marketing,2025-10-06,0
1675,213,Customer Support,Finance & Accounting,2025-12-26,1
1676,233,Finance & Accounting,Customer Support,2025-12-18,0
1677,559,Marketing,Sales,2025-10-04,0
1678,69,Sales,Sales,2026-04-21,0
1679,313,Software Engineering,Marketing,2025-09-25,0
1680,297,Operations,Finance & Accounting,2026-04-29,0
1681,359,Design,Sales,2026-02-19,1
1682,469,Operations,Design,2025-08-28,0
1683,6,Software Engineering,Finance & Accounting,2025-11-05,0
1684,456,Operations,Data & Analytics,2025-10-31,0
1685,410,Sales,Operations,2025-08-22,0
1686,138,Design,Finance & Accounting,2026-03-12,0
1687,505,Data & Analytics,Data & Analytics,2025-09-11,0
1688,13,Sales,Customer Support,2026-02-21,0
1689,205,Marketing,Data & Analytics,2026-02-18,0
1690,226,Data & Analytics,Sales,2025-10-26,0
1691,28,Sales,Data & Analytics,2026-02-10,1
1692,98,Data & Analytics,Software Engineering,2025-12-10,0
1693,463,Data & Analytics,Sales,2025-09-08,0
1694,198,Marketing,Design,2026-03-03,0
1695,59,Sales,Sales,2025-10-16,0
1696,378,Software Engineering,Design,2025-10-06,1
1697,226,Marketing,Software Engineering,2026-03-17,1
1698,57,Marketing,Design,2026-03-13,0
1699,232,Marketing,Operations,2025-08-22,0
1700,488,Data & Analytics,Design,2026-01-25,1
1701,39,Finance & Accounting,Marketing,2025-10-29,1
1702,313,Customer Support,Operations,2025-12-19,1
1703,564,Operations,Operations,2025-12-29,1
1704,490,Customer Support,Design,2025-12-13,0
1705,103,Finance & Accounting,Operations,2026-03-03,0
1706,207,Sales,Sales,2026-01-11,0
1707,421,Finance & Accounting,Data & Analytics,2026-01-15,0
1708,372,Marketing,Finance & Accounting,2025-09-09,0
1709,136,Marketing,Finance & Accounting,2026-03-20,0
1710,372,Operations,Software Engineering,2026-04-10,1
1711,16,Customer Support,Customer Support,2025-12-27,0
1712,111,Finance & Accounting,Finance & Accounting,2025-12-17,0
1713,116,Customer Support,Finance & Accounting,2025-10-24,0
1714,504,Operations,Sales,2026-03-19,0
1715,299,Design,Marketing,2026-02-21,0
1716,358,Data & Analytics,Customer Support,2026-03-06,0
1717,457,Operations,Software Engineering,2026-01-21,0
1718,105,Operations,Operations,2026-02-15,0
1719,451,Sales,Finance & Accounting,2025-11-14,1
1720,475,Finance & Accounting,Marketing,2025-11-25,1
1721,504,Finance & Accounting,Operations,2025-12-22,0
1722,461,Sales,Design,2026-01-02,0
1723,26,Customer Support,Marketing,2025-12-19,0
1724,267,Marketing,Sales,2025-10-07,0
1725,170,Data & Analytics,Customer Support,2026-03-04,0
1726,269,Design,Customer Support,2025-10-22,0
1727,30,Software Engineering,Finance & Accounting,2026-02-01,0
1728,134,Data & Analytics,Customer Support,2025-12-11,1
1729,593,Software Engineering,Customer Support,2025-10-05,1
1730,150,Software Engineering,Customer Support,2025-08-14,0
1731,176,Data & Analytics,Software Engineering,2025-08-24,1
1732,367,Design,Finance & Accounting,2025-08-19,0
1733,460,Data & Analytics,Finance & Accounting,2026-03-29,1
1734,505,Finance & Accounting,Data & Analytics,2026-02-19,1
1735,125,Software Engineering,Design,2026-02-25,1
1736,511,Marketing,Customer Support,2026-03-31,0
1737,279,Design,Software Engineering,2026-03-02,1
1738,407,Marketing,Operations,2025-12-15,0
1739,246,Marketing,Finance & Accounting,2025-11-03,0
1740,340,Data & Analytics,Software Engineering,2025-11-08,1
1741,328,Marketing,Sales,2025-11-21,0
1742,292,Design,Operations,2026-02-28,0
1743,343,Design,Operations,2025-09-27,0
1744,202,Finance & Accounting,Customer Support,2025-11-11,1
1745,124,Sales,Finance & Accounting,2026-01-08,0
1746,332,Data & Analytics,Customer Support,2026-01-07,1
1747,81,Marketing,Marketing,2026-02-22,0
1748,561,Software Engineering,Design,2026-02-16,0
1749,123,Software Engineering,Data & Analytics,2026-04-08,0
1750,392,Operations,Customer Support,2026-03-20,1
1751,146,Customer Support,Data & Analytics,2025-11-12,0
1752,559,Marketing,Software Engineering,2026-04-19,0
1753,588,Operations,Customer Support,2026-04-21,0
1754,197,Operations,Data & Analytics,2026-03-13,1
1755,149,Finance & Accounting,Marketing,2026-01-31,0
1756,113,Data & Analytics,Software Engineering,2026-03-08,0
1757,495,Finance & Accounting,Finance & Accounting,2025-09-22,0
1758,404,Sales,Data & Analytics,2025-12-07,1
1759,79,Design,Sales,2026-04-13,0
1760,320,Marketing,Design,2025-09-05,0
1761,401,Sales,Software Engineering,2025-10-05,1
1762,286,Design,Customer Support,2025-09-27,0
1763,98,Marketing,Operations,2025-10-16,1
1764,485,Software Engineering,Data & Analytics,2026-03-06,1
1765,444,Software Engineering,Marketing,2026-04-13,1
1766,518,Marketing,Customer Support,2026-04-01,0
1767,156,Design,Design,2026-02-26,0
1768,574,Operations,Design,2026-02-27,1
1769,280,Data & Analytics,Finance & Accounting,2025-09-21,0
1770,41,Operations,Software Engineering,2026-01-18,0
1771,136,Design,Customer Support,2026-04-07,0
1772,166,Software Engineering,Marketing,2026-04-11,0
1773,385,Sales,Software Engineering,2026-01-01,1
1774,526,Operations,Design,2025-10-05,1
1775,545,Software Engineering,Finance & Accounting,2026-04-17,0
1776,67,Design,Finance & Accounting,2025-09-05,0
1777,361,Design,Operations,2026-03-12,1
1778,242,Marketing,Marketing,2026-04-07,0
1779,96,Software Engineering,Finance & Accounting,2026-03-29,0
1780,524,Finance & Accounting,Operations,2025-12-16,0
1781,231,Customer Support,Finance & Accounting,2025-10-06,1
1782,540,Software Engineering,Customer Support,2026-03-04,1
1783,371,Finance & Accounting,Data & Analytics,2025-09-11,1
1784,354,Customer Support,Design,2025-09-16,1
1785,113,Operations,Design,2026-04-07,0
1786,56,Customer Support,Sales,2025-08-19,0
1787,120,Sales,Design,2025-11-19,0
1788,118,Design,Design,2026-01-11,0
1789,456,Finance & Accounting,Design,2025-11-17,0
1790,152,Design,Sales,2025-08-20,1
1791,155,Data & Analytics,Sales,2025-09-17,0
1792,444,Sales,Sales,2025-10-29,1
1793,262,Data & Analytics,Sales,2025-11-30,0
1794,186,Customer Support,Data & Analytics,2026-03-02,0
1795,546,Sales,Data & Analytics,2026-02-12,1
1796,460,Data & Analytics,Customer Support,2025-09-10,1
1797,316,Finance & Accounting,Data & Analytics,2026-03-17,0
1798,77,Data & Analytics,Operations,2025-12-07,1
1799,96,Operations,Customer Support,2025-12-19,0
1800,192,Finance & Accounting,Software Engineering,2025-11-02,0
1801,17,Software Engineering,Design,2025-08-17,1
1802,542,Marketing,Marketing,2025-12-22,0
1803,480,Operations,Software Engineering,2026-01-31,0
1804,170,Software Engineering,Sales,2025-12-27,0
1805,13,Design,Customer Support,2025-10-29,0
1806,47,Customer Support,Software Engineering,2025-12-20,1
1807,400,Design,Finance & Accounting,2025-10-19,0
1808,164,Design,Marketing,2025-12-06,0
1809,272,Customer Support,Customer Support,2025-09-28,0
1810,341,Data & Analytics,Operations,2026-03-20,0
1811,518,Design,Finance & Accounting,2025-09-21,1
1812,595,Design,Customer Support,2025-12-05,0
1813,117,Sales,Data & Analytics,2026-02-06,0
1814,389,Operations,Marketing,2026-01-19,1
1815,547,Software Engineering,Design,2026-03-25,0
