event_id,experiment_id,user_id,variant,event_type,event_value,event_ts
exp_1002_e369,exp_1002,1277,control,conversion,1.0,2026-04-23 15:21:59
exp_1002_e370,exp_1002,1277,control,revenue,11.71,2026-04-23 15:21:59
exp_1002_e371,exp_1002,27752,control,conversion,1.0,2026-04-19 04:34:24
exp_1002_e372,exp_1002,27752,control,revenue,14.63,2026-04-19 04:34:24
exp_1002_e373,exp_1002,19801,treatment,conversion,1.0,2026-04-24 02:07:02
exp_1002_e374,exp_1002,19801,treatment,revenue,3.6,2026-04-24 02:07:02
exp_1002_e375,exp_1002,19264,treatment,conversion,1.0,2026-04-12 17:26:44
exp_1002_e376,exp_1002,19264,treatment,revenue,12.52,2026-04-12 17:26:44
exp_1002_e377,exp_1002,863,control,conversion,1.0,2026-05-03 10:51:06
exp_1002_e378,exp_1002,863,control,revenue,21.54,2026-05-03 10:51:06
exp_1002_e379,exp_1002,29348,control,conversion,1.0,2026-04-11 01:51:37
exp_1002_e380,exp_1002,29348,control,revenue,20.95,2026-04-11 01:51:37
exp_1002_e381,exp_1002,25874,treatment,refund_rate,1.0,2026-04-25 04:39:24
exp_1002_e382,exp_1002,15369,treatment,error_rate,1.0,2026-04-13 04:42:40
exp_1002_e383,exp_1002,6040,treatment,conversion,1.0,2026-05-03 04:05:04
exp_1002_e384,exp_1002,6040,treatment,revenue,9.32,2026-05-03 04:05:04
exp_1002_e385,exp_1002,35745,treatment,conversion,1.0,2026-04-19 03:26:28
exp_1002_e386,exp_1002,35745,treatment,revenue,12.88,2026-04-19 03:26:28
exp_1002_e387,exp_1002,33878,treatment,conversion,1.0,2026-04-24 04:00:44
exp_1002_e388,exp_1002,33878,treatment,revenue,20.34,2026-04-24 04:00:44
exp_1002_e389,exp_1002,10703,control,conversion,1.0,2026-04-13 19:08:08
exp_1002_e390,exp_1002,10703,control,revenue,12.63,2026-04-13 19:08:08
exp_1002_e391,exp_1002,1863,treatment,conversion,1.0,2026-04-19 05:46:09
exp_1002_e392,exp_1002,1863,treatment,revenue,22.04,2026-04-19 05:46:09
exp_1002_e393,exp_1002,9198,control,error_rate,1.0,2026-04-20 16:49:39
exp_1002_e394,exp_1002,35395,treatment,conversion,1.0,2026-04-06 05:34:47
exp_1002_e395,exp_1002,35395,treatment,revenue,19.93,2026-04-06 05:34:47
exp_1002_e396,exp_1002,22937,treatment,conversion,1.0,2026-04-30 17:45:18
exp_1002_e397,exp_1002,22937,treatment,revenue,28.01,2026-04-30 17:45:18
exp_1002_e398,exp_1002,31872,control,conversion,1.0,2026-04-23 16:41:56
exp_1002_e399,exp_1002,31872,control,revenue,7.4,2026-04-23 16:41:56
exp_1002_e400,exp_1002,2797,treatment,conversion,1.0,2026-04-28 16:44:28
exp_1002_e401,exp_1002,2797,treatment,revenue,20.8,2026-04-28 16:44:28
exp_1002_e402,exp_1002,14766,treatment,conversion,1.0,2026-04-30 21:52:59
exp_1002_e403,exp_1002,14766,treatment,revenue,4.15,2026-04-30 21:52:59
exp_1002_e404,exp_1002,22699,treatment,conversion,1.0,2026-04-07 10:52:00
exp_1002_e405,exp_1002,22699,treatment,revenue,14.26,2026-04-07 10:52:00
exp_1002_e406,exp_1002,39699,treatment,conversion,1.0,2026-05-02 13:38:38
exp_1002_e407,exp_1002,39699,treatment,revenue,11.1,2026-05-02 13:38:38
exp_1002_e408,exp_1002,41930,control,cancellation_rate,1.0,2026-04-15 01:28:09
exp_1002_e409,exp_1002,33112,control,conversion,1.0,2026-05-07 11:45:56
exp_1002_e410,exp_1002,33112,control,revenue,19.75,2026-05-07 11:45:56
exp_1002_e411,exp_1002,31871,treatment,conversion,1.0,2026-04-30 11:46:20
exp_1002_e412,exp_1002,31871,treatment,revenue,14.45,2026-04-30 11:46:20
exp_1002_e413,exp_1002,33840,control,error_rate,1.0,2026-04-18 16:52:41
exp_1002_e414,exp_1002,7035,control,refund_rate,1.0,2026-04-18 05:18:32
exp_1002_e415,exp_1002,7655,treatment,conversion,1.0,2026-04-11 02:32:03
exp_1002_e416,exp_1002,7655,treatment,revenue,16.25,2026-04-11 02:32:03
exp_1002_e417,exp_1002,33393,treatment,conversion,1.0,2026-04-26 12:23:50
exp_1002_e418,exp_1002,33393,treatment,revenue,11.08,2026-04-26 12:23:50
exp_1002_e419,exp_1002,2776,control,conversion,1.0,2026-05-05 10:08:19
exp_1002_e420,exp_1002,2776,control,revenue,17.2,2026-05-05 10:08:19
exp_1002_e421,exp_1002,2776,control,error_rate,1.0,2026-05-06 11:08:19
exp_1002_e422,exp_1002,14360,control,conversion,1.0,2026-04-15 20:25:37
exp_1002_e423,exp_1002,14360,control,revenue,20.91,2026-04-15 20:25:37
exp_1002_e424,exp_1002,38606,treatment,conversion,1.0,2026-04-15 17:43:56
exp_1002_e425,exp_1002,38606,treatment,revenue,14.97,2026-04-15 17:43:56
exp_1002_e426,exp_1002,10423,control,conversion,1.0,2026-04-21 07:17:15
exp_1002_e427,exp_1002,10423,control,revenue,7.71,2026-04-21 07:17:15
exp_1002_e428,exp_1002,467,control,conversion,1.0,2026-04-30 18:20:43
exp_1002_e429,exp_1002,467,control,revenue,16.57,2026-04-30 18:20:43
exp_1002_e430,exp_1002,40213,control,error_rate,1.0,2026-04-24 22:29:41
exp_1002_e431,exp_1002,16103,control,conversion,1.0,2026-04-23 20:54:49
exp_1002_e432,exp_1002,16103,control,revenue,25.49,2026-04-23 20:54:49
exp_1002_e433,exp_1002,10832,control,conversion,1.0,2026-05-03 03:31:53
exp_1002_e434,exp_1002,10832,control,revenue,28.59,2026-05-03 03:31:53
exp_1002_e435,exp_1002,10832,control,error_rate,1.0,2026-05-03 04:31:53
exp_1002_e436,exp_1002,4259,control,conversion,1.0,2026-04-13 00:11:02
exp_1002_e437,exp_1002,4259,control,revenue,15.24,2026-04-13 00:11:02
exp_1002_e438,exp_1002,16353,treatment,conversion,1.0,2026-04-19 14:17:52
exp_1002_e439,exp_1002,16353,treatment,revenue,6.63,2026-04-19 14:17:52
exp_1002_e440,exp_1002,12584,treatment,refund_rate,1.0,2026-04-25 13:07:34
exp_1002_e441,exp_1002,20455,control,conversion,1.0,2026-04-19 07:39:14
exp_1002_e442,exp_1002,20455,control,revenue,9.39,2026-04-19 07:39:14
exp_1002_e443,exp_1002,2181,control,conversion,1.0,2026-04-14 12:37:41
exp_1002_e444,exp_1002,2181,control,revenue,24.93,2026-04-14 12:37:41
exp_1002_e445,exp_1002,2181,control,cancellation_rate,1.0,2026-04-16 09:37:41
exp_1002_e446,exp_1002,4573,control,conversion,1.0,2026-05-03 21:50:49
exp_1002_e447,exp_1002,4573,control,revenue,13.17,2026-05-03 21:50:49
exp_1002_e448,exp_1002,16199,treatment,conversion,1.0,2026-04-28 10:08:31
exp_1002_e449,exp_1002,16199,treatment,revenue,22.8,2026-04-28 10:08:31
exp_1002_e450,exp_1002,17193,treatment,conversion,1.0,2026-04-17 06:01:20
exp_1002_e451,exp_1002,17193,treatment,revenue,19.21,2026-04-17 06:01:20
exp_1002_e452,exp_1002,35525,control,error_rate,1.0,2026-04-22 18:26:05
exp_1002_e453,exp_1002,40895,treatment,error_rate,1.0,2026-04-15 00:33:08
exp_1002_e454,exp_1002,2103,treatment,conversion,1.0,2026-05-01 18:57:06
exp_1002_e455,exp_1002,2103,treatment,revenue,22.59,2026-05-01 18:57:06
exp_1002_e456,exp_1002,17369,control,conversion,1.0,2026-04-25 13:29:57
exp_1002_e457,exp_1002,17369,control,revenue,23.01,2026-04-25 13:29:57
exp_1002_e458,exp_1002,20349,control,cancellation_rate,1.0,2026-04-06 19:16:58
exp_1002_e459,exp_1002,3145,treatment,error_rate,1.0,2026-05-02 17:06:13
exp_1002_e460,exp_1002,40655,control,conversion,1.0,2026-04-29 23:43:13
exp_1002_e461,exp_1002,40655,control,revenue,16.37,2026-04-29 23:43:13
exp_1002_e462,exp_1002,20055,treatment,conversion,1.0,2026-05-08 13:10:27
exp_1002_e463,exp_1002,20055,treatment,revenue,27.52,2026-05-08 13:10:27
exp_1002_e464,exp_1002,19949,control,conversion,1.0,2026-04-09 18:01:02
exp_1002_e465,exp_1002,19949,control,revenue,26.96,2026-04-09 18:01:02
exp_1002_e466,exp_1002,16663,control,conversion,1.0,2026-04-11 12:08:16
exp_1002_e467,exp_1002,16663,control,revenue,25.43,2026-04-11 12:08:16
exp_1002_e468,exp_1002,14966,control,conversion,1.0,2026-04-22 04:07:07
exp_1002_e469,exp_1002,14966,control,revenue,20.96,2026-04-22 04:07:07
exp_1002_e470,exp_1002,2008,control,conversion,1.0,2026-04-14 22:40:03
exp_1002_e471,exp_1002,2008,control,revenue,11.84,2026-04-14 22:40:03
exp_1002_e472,exp_1002,6330,treatment,conversion,1.0,2026-04-24 04:54:41
exp_1002_e473,exp_1002,6330,treatment,revenue,26.14,2026-04-24 04:54:41
exp_1002_e474,exp_1002,890,treatment,conversion,1.0,2026-04-22 04:18:23
exp_1002_e475,exp_1002,890,treatment,revenue,19.83,2026-04-22 04:18:23
exp_1002_e476,exp_1002,1343,control,conversion,1.0,2026-04-23 15:05:48
exp_1002_e477,exp_1002,1343,control,revenue,13.5,2026-04-23 15:05:48
exp_1002_e478,exp_1002,41625,treatment,cancellation_rate,1.0,2026-04-29 10:32:24
exp_1002_e479,exp_1002,6573,treatment,refund_rate,1.0,2026-04-28 00:47:33
exp_1002_e480,exp_1002,16900,control,conversion,1.0,2026-05-02 01:40:27
exp_1002_e481,exp_1002,16900,control,revenue,19.01,2026-05-02 01:40:27
exp_1002_e482,exp_1002,309,control,error_rate,1.0,2026-05-06 12:12:01
exp_1002_e483,exp_1002,26421,treatment,conversion,1.0,2026-04-21 06:46:14
exp_1002_e484,exp_1002,26421,treatment,revenue,20.94,2026-04-21 06:46:14
exp_1002_e485,exp_1002,34884,control,conversion,1.0,2026-04-19 16:19:40
exp_1002_e486,exp_1002,34884,control,revenue,23.39,2026-04-19 16:19:40
exp_1002_e487,exp_1002,16781,control,conversion,1.0,2026-04-10 01:28:50
exp_1002_e488,exp_1002,16781,control,revenue,17.3,2026-04-10 01:28:50
exp_1002_e489,exp_1002,7089,treatment,conversion,1.0,2026-04-21 18:15:26
exp_1002_e490,exp_1002,7089,treatment,revenue,10.32,2026-04-21 18:15:26
exp_1002_e491,exp_1002,20861,treatment,conversion,1.0,2026-04-27 03:44:21
exp_1002_e492,exp_1002,20861,treatment,revenue,17.19,2026-04-27 03:44:21
exp_1002_e493,exp_1002,20861,treatment,error_rate,1.0,2026-04-28 23:44:21
exp_1002_e494,exp_1002,18174,treatment,refund_rate,1.0,2026-04-17 10:30:31
exp_1002_e495,exp_1002,25413,treatment,conversion,1.0,2026-04-21 08:42:16
exp_1002_e496,exp_1002,25413,treatment,revenue,8.6,2026-04-21 08:42:16
exp_1002_e497,exp_1002,19599,treatment,conversion,1.0,2026-04-07 10:02:26
exp_1002_e498,exp_1002,19599,treatment,revenue,27.02,2026-04-07 10:02:26
exp_1002_e499,exp_1002,19599,treatment,refund_rate,1.0,2026-04-08 12:02:26
exp_1002_e500,exp_1002,28058,control,conversion,1.0,2026-04-16 23:06:29
exp_1002_e501,exp_1002,28058,control,revenue,26.23,2026-04-16 23:06:29
exp_1002_e502,exp_1002,28058,control,error_rate,1.0,2026-04-18 11:06:29
exp_1002_e503,exp_1002,26566,treatment,cancellation_rate,1.0,2026-05-06 02:29:52
exp_1002_e504,exp_1002,17211,treatment,conversion,1.0,2026-04-19 04:16:05
exp_1002_e505,exp_1002,17211,treatment,revenue,25.86,2026-04-19 04:16:05
exp_1002_e506,exp_1002,7538,treatment,conversion,1.0,2026-04-12 07:41:42
exp_1002_e507,exp_1002,7538,treatment,revenue,15.13,2026-04-12 07:41:42
exp_1002_e508,exp_1002,33326,treatment,conversion,1.0,2026-04-28 08:50:02
exp_1002_e509,exp_1002,33326,treatment,revenue,29.79,2026-04-28 08:50:02
exp_1002_e510,exp_1002,32772,control,conversion,1.0,2026-05-08 18:12:53
exp_1002_e511,exp_1002,32772,control,revenue,29.9,2026-05-08 18:12:53
exp_1002_e512,exp_1002,25859,control,conversion,1.0,2026-04-24 07:50:46
exp_1002_e513,exp_1002,25859,control,revenue,19.53,2026-04-24 07:50:46
exp_1002_e514,exp_1002,3506,treatment,conversion,1.0,2026-04-12 23:40:15
exp_1002_e515,exp_1002,3506,treatment,revenue,31.48,2026-04-12 23:40:15
exp_1002_e516,exp_1002,34274,treatment,conversion,1.0,2026-05-01 17:49:43
exp_1002_e517,exp_1002,34274,treatment,revenue,2.85,2026-05-01 17:49:43
exp_1002_e518,exp_1002,8152,treatment,conversion,1.0,2026-04-21 08:03:34
exp_1002_e519,exp_1002,8152,treatment,revenue,23.71,2026-04-21 08:03:34
exp_1002_e520,exp_1002,33310,treatment,error_rate,1.0,2026-04-24 00:17:00
exp_1002_e521,exp_1002,1099,control,conversion,1.0,2026-05-05 11:15:40
exp_1002_e522,exp_1002,1099,control,revenue,25.79,2026-05-05 11:15:40
exp_1002_e523,exp_1002,38195,treatment,conversion,1.0,2026-04-29 07:02:00
exp_1002_e524,exp_1002,38195,treatment,revenue,20.65,2026-04-29 07:02:00
exp_1002_e525,exp_1002,8761,control,cancellation_rate,1.0,2026-04-24 07:22:39
exp_1002_e526,exp_1002,10674,treatment,cancellation_rate,1.0,2026-04-23 16:57:11
exp_1002_e527,exp_1002,20028,treatment,conversion,1.0,2026-04-08 08:03:15
exp_1002_e528,exp_1002,20028,treatment,revenue,16.31,2026-04-08 08:03:15
exp_1002_e529,exp_1002,14322,treatment,conversion,1.0,2026-04-21 00:15:32
exp_1002_e530,exp_1002,14322,treatment,revenue,19.67,2026-04-21 00:15:32
exp_1002_e531,exp_1002,28727,control,conversion,1.0,2026-04-11 11:31:36
exp_1002_e532,exp_1002,28727,control,revenue,17.3,2026-04-11 11:31:36
exp_1002_e533,exp_1002,28473,control,conversion,1.0,2026-04-13 20:34:27
exp_1002_e534,exp_1002,28473,control,revenue,19.85,2026-04-13 20:34:27
exp_1002_e535,exp_1002,41497,treatment,refund_rate,1.0,2026-04-29 13:26:32
exp_1002_e536,exp_1002,36109,control,conversion,1.0,2026-04-08 17:15:22
exp_1002_e537,exp_1002,36109,control,revenue,23.43,2026-04-08 17:15:22
exp_1002_e538,exp_1002,25978,control,conversion,1.0,2026-04-16 23:20:40
exp_1002_e539,exp_1002,25978,control,revenue,24.59,2026-04-16 23:20:40
exp_1002_e540,exp_1002,2688,control,conversion,1.0,2026-04-19 13:52:26
exp_1002_e541,exp_1002,2688,control,revenue,19.11,2026-04-19 13:52:26
exp_1002_e542,exp_1002,23577,control,conversion,1.0,2026-04-15 16:18:05
exp_1002_e543,exp_1002,23577,control,revenue,11.46,2026-04-15 16:18:05
exp_1002_e544,exp_1002,12210,control,conversion,1.0,2026-04-16 12:20:24
exp_1002_e545,exp_1002,12210,control,revenue,16.62,2026-04-16 12:20:24
exp_1002_e546,exp_1002,30796,control,conversion,1.0,2026-04-17 16:51:21
exp_1002_e547,exp_1002,30796,control,revenue,12.46,2026-04-17 16:51:21
exp_1002_e548,exp_1002,2711,control,conversion,1.0,2026-04-19 03:28:12
exp_1002_e549,exp_1002,2711,control,revenue,19.68,2026-04-19 03:28:12
exp_1002_e550,exp_1002,1166,control,conversion,1.0,2026-05-05 07:58:17
exp_1002_e551,exp_1002,1166,control,revenue,38.61,2026-05-05 07:58:17
exp_1002_e552,exp_1002,16048,treatment,conversion,1.0,2026-04-28 05:35:11
exp_1002_e553,exp_1002,16048,treatment,revenue,11.56,2026-04-28 05:35:11
exp_1002_e554,exp_1002,22906,treatment,cancellation_rate,1.0,2026-04-25 11:45:44
exp_1002_e555,exp_1002,11418,control,conversion,1.0,2026-04-16 18:24:50
exp_1002_e556,exp_1002,11418,control,revenue,34.48,2026-04-16 18:24:50
exp_1002_e557,exp_1002,35162,treatment,refund_rate,1.0,2026-04-27 15:05:05
exp_1002_e558,exp_1002,19469,treatment,conversion,1.0,2026-05-06 07:56:17
exp_1002_e559,exp_1002,19469,treatment,revenue,19.92,2026-05-06 07:56:17
exp_1002_e560,exp_1002,19469,treatment,error_rate,1.0,2026-05-07 07:56:17
exp_1002_e561,exp_1002,38687,control,conversion,1.0,2026-04-19 05:37:16
exp_1002_e562,exp_1002,38687,control,revenue,28.12,2026-04-19 05:37:16
exp_1002_e563,exp_1002,38687,control,error_rate,1.0,2026-04-19 08:37:16
exp_1002_e564,exp_1002,27396,control,conversion,1.0,2026-04-19 20:36:19
exp_1002_e565,exp_1002,27396,control,revenue,19.74,2026-04-19 20:36:19
exp_1002_e566,exp_1002,6415,treatment,conversion,1.0,2026-05-01 05:57:47
exp_1002_e567,exp_1002,6415,treatment,revenue,26.76,2026-05-01 05:57:47
exp_1002_e568,exp_1002,7380,control,conversion,1.0,2026-05-04 05:04:45
exp_1002_e569,exp_1002,7380,control,revenue,20.37,2026-05-04 05:04:45
exp_1002_e570,exp_1002,41505,treatment,conversion,1.0,2026-04-19 20:37:08
exp_1002_e571,exp_1002,41505,treatment,revenue,24.43,2026-04-19 20:37:08
exp_1002_e572,exp_1002,41505,treatment,refund_rate,1.0,2026-04-20 20:37:08
exp_1002_e573,exp_1002,5358,control,conversion,1.0,2026-04-19 06:14:06
exp_1002_e574,exp_1002,5358,control,revenue,9.33,2026-04-19 06:14:06
exp_1002_e575,exp_1002,35962,control,conversion,1.0,2026-04-11 15:09:12
exp_1002_e576,exp_1002,35962,control,revenue,17.21,2026-04-11 15:09:12
exp_1002_e577,exp_1002,5339,control,conversion,1.0,2026-05-02 02:53:51
exp_1002_e578,exp_1002,5339,control,revenue,18.68,2026-05-02 02:53:51
exp_1002_e579,exp_1002,2537,control,conversion,1.0,2026-04-24 00:59:50
exp_1002_e580,exp_1002,2537,control,revenue,14.88,2026-04-24 00:59:50
exp_1002_e581,exp_1002,36878,control,conversion,1.0,2026-04-23 11:57:20
exp_1002_e582,exp_1002,36878,control,revenue,18.59,2026-04-23 11:57:20
exp_1002_e583,exp_1002,36878,control,error_rate,1.0,2026-04-24 03:57:20
exp_1002_e584,exp_1002,36671,control,cancellation_rate,1.0,2026-04-21 11:53:04
exp_1002_e585,exp_1002,29408,treatment,conversion,1.0,2026-05-03 17:46:21
exp_1002_e586,exp_1002,29408,treatment,revenue,8.52,2026-05-03 17:46:21
exp_1002_e587,exp_1002,15165,control,conversion,1.0,2026-04-18 00:24:21
exp_1002_e588,exp_1002,15165,control,revenue,22.29,2026-04-18 00:24:21
exp_1002_e589,exp_1002,14018,treatment,refund_rate,1.0,2026-04-24 17:40:50
exp_1002_e590,exp_1002,35313,treatment,conversion,1.0,2026-04-18 18:34:07
exp_1002_e591,exp_1002,35313,treatment,revenue,17.63,2026-04-18 18:34:07
exp_1002_e592,exp_1002,11637,control,cancellation_rate,1.0,2026-04-16 04:38:18
exp_1002_e593,exp_1002,36106,treatment,cancellation_rate,1.0,2026-04-30 17:11:25
exp_1002_e594,exp_1002,27519,control,conversion,1.0,2026-04-26 08:45:02
exp_1002_e595,exp_1002,27519,control,revenue,21.28,2026-04-26 08:45:02
exp_1002_e596,exp_1002,34813,control,conversion,1.0,2026-04-19 02:37:56
exp_1002_e597,exp_1002,34813,control,revenue,11.56,2026-04-19 02:37:56
exp_1002_e598,exp_1002,958,treatment,conversion,1.0,2026-04-15 15:13:25
exp_1002_e599,exp_1002,958,treatment,revenue,22.94,2026-04-15 15:13:25
exp_1002_e600,exp_1002,32160,control,refund_rate,1.0,2026-05-06 00:06:00
exp_1002_e601,exp_1002,41839,treatment,conversion,1.0,2026-05-05 23:52:02
exp_1002_e602,exp_1002,41839,treatment,revenue,8.17,2026-05-05 23:52:02
exp_1002_e603,exp_1002,41633,treatment,cancellation_rate,1.0,2026-04-17 08:33:24
exp_1002_e604,exp_1002,23116,control,conversion,1.0,2026-04-24 04:03:18
exp_1002_e605,exp_1002,23116,control,revenue,24.46,2026-04-24 04:03:18
exp_1002_e606,exp_1002,31755,control,conversion,1.0,2026-04-08 05:38:19
exp_1002_e607,exp_1002,31755,control,revenue,9.69,2026-04-08 05:38:19
exp_1002_e608,exp_1002,20113,treatment,conversion,1.0,2026-04-24 14:04:31
exp_1002_e609,exp_1002,20113,treatment,revenue,19.63,2026-04-24 14:04:31
exp_1002_e610,exp_1002,2182,treatment,conversion,1.0,2026-04-22 14:32:52
exp_1002_e611,exp_1002,2182,treatment,revenue,3.49,2026-04-22 14:32:52
exp_1002_e612,exp_1002,26834,control,conversion,1.0,2026-05-06 11:04:22
exp_1002_e613,exp_1002,26834,control,revenue,0.0,2026-05-06 11:04:22
exp_1002_e614,exp_1002,14689,control,conversion,1.0,2026-04-18 00:19:01
exp_1002_e615,exp_1002,14689,control,revenue,15.4,2026-04-18 00:19:01
exp_1002_e616,exp_1002,9229,treatment,cancellation_rate,1.0,2026-04-27 15:25:35
exp_1002_e617,exp_1002,37159,control,conversion,1.0,2026-04-13 10:58:20
exp_1002_e618,exp_1002,37159,control,revenue,19.44,2026-04-13 10:58:20
exp_1002_e619,exp_1002,37182,control,conversion,1.0,2026-04-21 22:30:19
exp_1002_e620,exp_1002,37182,control,revenue,31.89,2026-04-21 22:30:19
exp_1002_e621,exp_1002,31008,treatment,conversion,1.0,2026-05-06 08:54:24
exp_1002_e622,exp_1002,31008,treatment,revenue,26.92,2026-05-06 08:54:24
exp_1002_e623,exp_1002,39322,control,cancellation_rate,1.0,2026-05-08 23:50:08
exp_1002_e624,exp_1002,11168,treatment,conversion,1.0,2026-04-23 00:02:40
exp_1002_e625,exp_1002,11168,treatment,revenue,16.15,2026-04-23 00:02:40
exp_1002_e626,exp_1002,38100,control,conversion,1.0,2026-04-19 10:43:16
exp_1002_e627,exp_1002,38100,control,revenue,19.59,2026-04-19 10:43:16
exp_1002_e628,exp_1002,38100,control,cancellation_rate,1.0,2026-04-21 08:43:16
exp_1002_e629,exp_1002,34859,control,conversion,1.0,2026-05-01 21:54:49
exp_1002_e630,exp_1002,34859,control,revenue,16.3,2026-05-01 21:54:49
exp_1002_e631,exp_1002,25252,control,conversion,1.0,2026-04-17 10:00:23
exp_1002_e632,exp_1002,25252,control,revenue,24.95,2026-04-17 10:00:23
exp_1002_e633,exp_1002,27930,control,conversion,1.0,2026-04-13 00:19:26
exp_1002_e634,exp_1002,27930,control,revenue,10.67,2026-04-13 00:19:26
exp_1002_e635,exp_1002,22883,treatment,error_rate,1.0,2026-04-16 13:42:55
exp_1002_e636,exp_1002,31957,treatment,conversion,1.0,2026-04-23 12:37:58
exp_1002_e637,exp_1002,31957,treatment,revenue,1.65,2026-04-23 12:37:58
exp_1002_e638,exp_1002,38572,control,conversion,1.0,2026-04-08 14:44:33
exp_1002_e639,exp_1002,38572,control,revenue,12.73,2026-04-08 14:44:33
exp_1002_e640,exp_1002,36253,treatment,conversion,1.0,2026-04-18 22:06:42
exp_1002_e641,exp_1002,36253,treatment,revenue,17.01,2026-04-18 22:06:42
exp_1002_e642,exp_1002,20501,control,conversion,1.0,2026-04-22 06:06:14
exp_1002_e643,exp_1002,20501,control,revenue,13.07,2026-04-22 06:06:14
exp_1002_e644,exp_1002,12910,control,conversion,1.0,2026-04-26 12:49:11
exp_1002_e645,exp_1002,12910,control,revenue,27.4,2026-04-26 12:49:11
exp_1002_e646,exp_1002,28461,control,conversion,1.0,2026-04-27 18:26:23
exp_1002_e647,exp_1002,28461,control,revenue,21.78,2026-04-27 18:26:23
exp_1002_e648,exp_1002,21929,control,conversion,1.0,2026-05-08 15:05:18
exp_1002_e649,exp_1002,21929,control,revenue,22.27,2026-05-08 15:05:18
exp_1002_e650,exp_1002,40067,treatment,conversion,1.0,2026-05-01 01:19:35
exp_1002_e651,exp_1002,40067,treatment,revenue,30.79,2026-05-01 01:19:35
exp_1002_e652,exp_1002,14415,control,conversion,1.0,2026-04-14 23:14:08
exp_1002_e653,exp_1002,14415,control,revenue,11.91,2026-04-14 23:14:08
exp_1002_e654,exp_1002,1334,treatment,conversion,1.0,2026-04-18 19:30:47
exp_1002_e655,exp_1002,1334,treatment,revenue,13.52,2026-04-18 19:30:47
exp_1002_e656,exp_1002,811,control,conversion,1.0,2026-05-04 15:04:06
exp_1002_e657,exp_1002,811,control,revenue,19.29,2026-05-04 15:04:06
exp_1002_e658,exp_1002,28175,control,conversion,1.0,2026-04-05 11:48:37
exp_1002_e659,exp_1002,28175,control,revenue,22.24,2026-04-05 11:48:37
exp_1002_e660,exp_1002,38157,treatment,conversion,1.0,2026-04-20 01:57:49
exp_1002_e661,exp_1002,38157,treatment,revenue,6.61,2026-04-20 01:57:49
exp_1002_e662,exp_1002,24139,control,conversion,1.0,2026-04-21 01:42:35
exp_1002_e663,exp_1002,24139,control,revenue,14.25,2026-04-21 01:42:35
exp_1002_e664,exp_1002,24139,control,cancellation_rate,1.0,2026-04-22 06:42:35
exp_1002_e665,exp_1002,5035,control,error_rate,1.0,2026-04-22 17:27:14
exp_1002_e666,exp_1002,21087,treatment,conversion,1.0,2026-04-17 18:31:03
exp_1002_e667,exp_1002,21087,treatment,revenue,6.36,2026-04-17 18:31:03
exp_1002_e668,exp_1002,540,control,conversion,1.0,2026-04-18 20:50:37
exp_1002_e669,exp_1002,540,control,revenue,0.0,2026-04-18 20:50:37
exp_1002_e670,exp_1002,540,control,error_rate,1.0,2026-04-19 13:50:37
exp_1002_e671,exp_1002,22863,treatment,conversion,1.0,2026-04-23 20:06:50
exp_1002_e672,exp_1002,22863,treatment,revenue,9.19,2026-04-23 20:06:50
exp_1002_e673,exp_1002,25472,control,conversion,1.0,2026-04-17 09:56:37
exp_1002_e674,exp_1002,25472,control,revenue,17.54,2026-04-17 09:56:37
exp_1002_e675,exp_1002,19495,treatment,conversion,1.0,2026-04-22 12:44:19
exp_1002_e676,exp_1002,19495,treatment,revenue,21.73,2026-04-22 12:44:19
exp_1002_e677,exp_1002,31568,treatment,conversion,1.0,2026-04-24 07:28:47
exp_1002_e678,exp_1002,31568,treatment,revenue,25.44,2026-04-24 07:28:47
exp_1002_e679,exp_1002,15214,treatment,conversion,1.0,2026-04-21 07:34:47
exp_1002_e680,exp_1002,15214,treatment,revenue,2.4,2026-04-21 07:34:47
exp_1002_e681,exp_1002,24546,control,conversion,1.0,2026-05-03 21:30:23
exp_1002_e682,exp_1002,24546,control,revenue,16.63,2026-05-03 21:30:23
exp_1002_e683,exp_1002,32976,control,conversion,1.0,2026-04-10 03:11:57
exp_1002_e684,exp_1002,32976,control,revenue,22.05,2026-04-10 03:11:57
exp_1002_e685,exp_1002,30178,control,conversion,1.0,2026-04-16 11:40:59
exp_1002_e686,exp_1002,30178,control,revenue,15.98,2026-04-16 11:40:59
exp_1002_e687,exp_1002,36882,control,refund_rate,1.0,2026-04-24 18:13:24
exp_1002_e688,exp_1002,18216,control,conversion,1.0,2026-04-25 11:53:03
exp_1002_e689,exp_1002,18216,control,revenue,15.96,2026-04-25 11:53:03
exp_1002_e690,exp_1002,15136,control,conversion,1.0,2026-04-21 13:50:22
exp_1002_e691,exp_1002,15136,control,revenue,30.87,2026-04-21 13:50:22
exp_1002_e692,exp_1002,16772,treatment,conversion,1.0,2026-04-26 03:27:04
exp_1002_e693,exp_1002,16772,treatment,revenue,15.76,2026-04-26 03:27:04
exp_1002_e694,exp_1002,20158,treatment,conversion,1.0,2026-04-25 20:09:39
exp_1002_e695,exp_1002,20158,treatment,revenue,20.67,2026-04-25 20:09:39
exp_1002_e696,exp_1002,12068,treatment,conversion,1.0,2026-04-29 18:24:59
exp_1002_e697,exp_1002,12068,treatment,revenue,26.11,2026-04-29 18:24:59
exp_1002_e698,exp_1002,29356,treatment,conversion,1.0,2026-05-06 22:27:27
exp_1002_e699,exp_1002,29356,treatment,revenue,11.74,2026-05-06 22:27:27
