assignment_id,experiment_id,user_id,variant,assigned_ts
exp_1001_5811,exp_1001,21339,control,2026-04-15 00:08:10
exp_1001_5812,exp_1001,33928,control,2026-04-04 03:09:57
exp_1001_5813,exp_1001,25148,control,2026-04-02 08:48:48
exp_1001_5814,exp_1001,23931,control,2026-04-11 00:03:16
exp_1001_5815,exp_1001,1002,control,2026-04-02 23:07:15
exp_1001_5816,exp_1001,6515,treatment,2026-04-16 06:47:56
exp_1001_5817,exp_1001,1839,treatment,2026-04-09 12:57:18
exp_1001_5818,exp_1001,39713,control,2026-04-06 13:10:06
exp_1001_5819,exp_1001,40469,control,2026-04-16 10:28:36
exp_1001_5820,exp_1001,6709,control,2026-04-05 22:57:19
exp_1001_5821,exp_1001,8975,treatment,2026-04-18 04:28:13
exp_1001_5822,exp_1001,2575,treatment,2026-04-18 23:53:09
exp_1001_5823,exp_1001,25284,treatment,2026-04-02 00:01:22
exp_1001_5824,exp_1001,22149,control,2026-04-18 03:21:20
exp_1001_5825,exp_1001,38861,treatment,2026-04-16 08:54:42
exp_1001_5826,exp_1001,18949,control,2026-04-10 15:39:16
exp_1001_5827,exp_1001,37021,treatment,2026-04-10 22:48:09
exp_1001_5828,exp_1001,11062,treatment,2026-04-07 21:25:26
exp_1001_5829,exp_1001,25051,treatment,2026-04-04 10:57:40
exp_1001_5830,exp_1001,40069,control,2026-04-12 19:12:23
exp_1001_5831,exp_1001,10588,treatment,2026-04-12 12:30:12
exp_1001_5832,exp_1001,26681,control,2026-04-08 03:18:15
exp_1001_5833,exp_1001,24789,control,2026-04-09 13:15:01
exp_1001_5834,exp_1001,26148,control,2026-04-03 21:34:46
exp_1001_5835,exp_1001,16053,treatment,2026-04-12 12:46:31
exp_1001_5836,exp_1001,21722,treatment,2026-04-06 02:47:55
exp_1001_5837,exp_1001,30630,control,2026-04-14 06:04:38
exp_1001_5838,exp_1001,27580,control,2026-04-17 16:45:46
exp_1001_5839,exp_1001,33432,treatment,2026-04-17 18:41:52
exp_1001_5840,exp_1001,34925,control,2026-04-13 11:49:37
exp_1001_5841,exp_1001,29646,control,2026-04-15 04:59:51
exp_1001_5842,exp_1001,10308,control,2026-04-11 22:45:01
exp_1001_5843,exp_1001,17127,treatment,2026-04-05 22:38:57
exp_1001_5844,exp_1001,24135,control,2026-04-07 00:55:01
exp_1001_5845,exp_1001,3754,control,2026-04-12 19:43:08
exp_1001_5846,exp_1001,6636,treatment,2026-04-18 05:39:36
exp_1001_5847,exp_1001,33869,control,2026-04-13 10:19:19
exp_1001_5848,exp_1001,5945,treatment,2026-04-15 11:00:05
exp_1001_5849,exp_1001,25679,control,2026-04-17 19:19:32
exp_1001_5850,exp_1001,33195,control,2026-04-15 18:41:05
exp_1001_5851,exp_1001,15311,control,2026-04-18 01:33:20
exp_1001_5852,exp_1001,15457,control,2026-04-02 15:49:09
exp_1001_5853,exp_1001,2329,treatment,2026-04-06 12:08:58
exp_1001_5854,exp_1001,35710,treatment,2026-04-01 16:12:22
exp_1001_5855,exp_1001,33094,treatment,2026-04-07 02:43:56
exp_1001_5856,exp_1001,1776,control,2026-04-07 11:51:28
exp_1001_5857,exp_1001,9976,control,2026-04-13 11:25:00
exp_1001_5858,exp_1001,41522,control,2026-04-02 14:10:54
exp_1001_5859,exp_1001,26741,treatment,2026-04-04 01:18:38
exp_1001_5860,exp_1001,3759,treatment,2026-04-11 15:39:53
exp_1001_5861,exp_1001,4413,treatment,2026-04-02 11:36:57
exp_1001_5862,exp_1001,37170,control,2026-04-08 18:33:59
exp_1001_5863,exp_1001,6596,treatment,2026-04-04 21:53:55
exp_1001_5864,exp_1001,34831,treatment,2026-04-06 04:44:51
exp_1001_5865,exp_1001,24934,control,2026-04-16 00:31:36
exp_1001_5866,exp_1001,7015,treatment,2026-04-04 23:26:10
exp_1001_5867,exp_1001,29295,control,2026-04-11 17:49:32
exp_1001_5868,exp_1001,7790,treatment,2026-04-10 08:10:50
exp_1001_5869,exp_1001,37253,treatment,2026-04-05 16:25:02
exp_1001_5870,exp_1001,5685,treatment,2026-04-18 20:16:30
exp_1001_5871,exp_1001,1341,control,2026-04-10 18:33:12
exp_1001_5872,exp_1001,38488,treatment,2026-04-13 18:41:19
exp_1001_5873,exp_1001,35382,control,2026-04-17 18:28:29
exp_1001_5874,exp_1001,31278,treatment,2026-04-15 18:07:36
exp_1001_5875,exp_1001,26906,control,2026-04-07 07:31:03
exp_1001_5876,exp_1001,8651,treatment,2026-04-11 22:10:38
exp_1001_5877,exp_1001,9989,control,2026-04-03 21:50:28
exp_1001_5878,exp_1001,31334,treatment,2026-04-07 13:01:29
exp_1001_5879,exp_1001,1969,control,2026-04-07 23:25:44
exp_1001_5880,exp_1001,19716,control,2026-04-13 15:01:46
exp_1001_5881,exp_1001,16576,treatment,2026-04-13 21:17:26
exp_1001_5882,exp_1001,41041,control,2026-04-12 02:08:29
exp_1001_5883,exp_1001,20841,treatment,2026-04-17 18:26:14
exp_1001_5884,exp_1001,13352,control,2026-04-14 12:25:37
exp_1001_5885,exp_1001,40920,treatment,2026-04-14 12:08:12
exp_1001_5886,exp_1001,5714,treatment,2026-04-17 23:58:22
exp_1001_5887,exp_1001,13513,control,2026-04-16 12:10:54
exp_1001_5888,exp_1001,17304,control,2026-04-04 01:12:23
exp_1001_5889,exp_1001,14768,control,2026-04-05 17:36:30
exp_1001_5890,exp_1001,28724,control,2026-04-15 12:37:28
exp_1001_5891,exp_1001,22247,control,2026-04-08 16:34:44
exp_1001_5892,exp_1001,40904,control,2026-04-05 00:13:41
exp_1001_5893,exp_1001,29141,control,2026-04-03 16:14:11
exp_1001_5894,exp_1001,24025,treatment,2026-04-02 20:39:51
exp_1001_5895,exp_1001,6106,control,2026-04-13 18:28:56
exp_1001_5896,exp_1001,10110,treatment,2026-04-03 09:08:54
exp_1001_5897,exp_1001,17568,treatment,2026-04-17 03:55:36
exp_1001_5898,exp_1001,20495,control,2026-04-01 10:25:59
exp_1001_5899,exp_1001,31624,treatment,2026-04-04 22:18:19
exp_1001_5900,exp_1001,28755,control,2026-04-06 17:15:48
exp_1001_5901,exp_1001,37710,control,2026-04-01 21:53:17
exp_1001_5902,exp_1001,6288,treatment,2026-04-04 19:43:28
exp_1001_5903,exp_1001,41265,control,2026-04-02 17:50:17
exp_1001_5904,exp_1001,23810,control,2026-04-18 08:57:21
exp_1001_5905,exp_1001,38423,control,2026-04-01 21:00:02
exp_1001_5906,exp_1001,17987,treatment,2026-04-02 16:07:26
exp_1001_5907,exp_1001,41497,treatment,2026-04-12 10:45:59
exp_1001_5908,exp_1001,40372,treatment,2026-04-15 12:32:10
exp_1001_5909,exp_1001,31025,treatment,2026-04-16 05:57:36
exp_1001_5910,exp_1001,159,treatment,2026-04-01 13:22:06
exp_1001_5911,exp_1001,11462,treatment,2026-04-14 21:15:54
exp_1001_5912,exp_1001,577,treatment,2026-04-07 07:01:30
exp_1001_5913,exp_1001,12218,control,2026-04-10 04:57:19
exp_1001_5914,exp_1001,23628,treatment,2026-04-08 13:31:40
exp_1001_5915,exp_1001,5724,treatment,2026-04-12 22:14:48
exp_1001_5916,exp_1001,39524,control,2026-04-03 13:37:11
exp_1001_5917,exp_1001,3590,treatment,2026-04-07 05:16:48
exp_1001_5918,exp_1001,4184,control,2026-04-09 10:50:17
exp_1001_5919,exp_1001,29759,treatment,2026-04-15 23:09:44
exp_1001_5920,exp_1001,2311,control,2026-04-04 11:37:35
exp_1001_5921,exp_1001,28134,treatment,2026-04-09 14:42:30
exp_1001_5922,exp_1001,26357,treatment,2026-04-04 00:05:36
exp_1001_5923,exp_1001,22250,treatment,2026-04-11 18:57:22
exp_1001_5924,exp_1001,22261,control,2026-04-18 02:34:43
exp_1001_5925,exp_1001,21539,treatment,2026-04-08 17:44:23
exp_1001_5926,exp_1001,38200,treatment,2026-04-03 22:53:17
exp_1001_5927,exp_1001,13178,control,2026-04-10 12:36:13
exp_1001_5928,exp_1001,3394,treatment,2026-04-05 07:27:29
exp_1001_5929,exp_1001,8988,control,2026-04-08 13:43:40
exp_1001_5930,exp_1001,3855,control,2026-04-07 07:02:24
exp_1001_5931,exp_1001,22797,control,2026-04-10 23:45:35
exp_1001_5932,exp_1001,29446,control,2026-04-17 19:19:37
exp_1001_5933,exp_1001,10302,control,2026-04-11 13:10:29
exp_1001_5934,exp_1001,9742,treatment,2026-04-02 20:58:02
exp_1001_5935,exp_1001,22304,treatment,2026-04-03 19:26:05
exp_1001_5936,exp_1001,8192,treatment,2026-04-04 16:08:02
exp_1001_5937,exp_1001,19943,control,2026-04-11 12:01:44
exp_1001_5938,exp_1001,35808,control,2026-04-17 23:58:53
exp_1001_5939,exp_1001,18993,treatment,2026-04-05 04:12:59
exp_1001_5940,exp_1001,17133,treatment,2026-04-12 04:55:36
exp_1001_5941,exp_1001,8717,control,2026-04-09 11:49:24
exp_1001_5942,exp_1001,5806,control,2026-04-11 09:36:56
exp_1001_5943,exp_1001,9212,treatment,2026-04-07 07:05:23
exp_1001_5944,exp_1001,24120,control,2026-04-04 00:29:24
exp_1001_5945,exp_1001,25413,treatment,2026-04-08 16:54:05
exp_1001_5946,exp_1001,27236,treatment,2026-04-15 01:07:03
exp_1001_5947,exp_1001,2984,control,2026-04-13 10:43:02
exp_1001_5948,exp_1001,15981,treatment,2026-04-03 00:58:33
exp_1001_5949,exp_1001,177,treatment,2026-04-17 14:08:08
exp_1001_5950,exp_1001,36688,treatment,2026-04-01 03:34:26
exp_1001_5951,exp_1001,30431,treatment,2026-04-01 01:26:51
exp_1001_5952,exp_1001,26323,control,2026-04-03 06:29:05
exp_1001_5953,exp_1001,2457,treatment,2026-04-07 00:02:35
exp_1001_5954,exp_1001,21101,control,2026-04-13 06:58:08
exp_1001_5955,exp_1001,27907,control,2026-04-16 17:28:51
exp_1001_5956,exp_1001,15749,control,2026-04-11 09:31:34
exp_1001_5957,exp_1001,27023,control,2026-04-03 18:54:02
exp_1001_5958,exp_1001,11692,control,2026-04-18 04:54:16
exp_1001_5959,exp_1001,34885,control,2026-04-14 11:37:05
exp_1001_5960,exp_1001,33001,control,2026-04-10 23:43:57
exp_1001_5961,exp_1001,39855,treatment,2026-04-10 16:48:13
exp_1001_5962,exp_1001,22949,control,2026-04-14 08:25:30
exp_1001_5963,exp_1001,23836,treatment,2026-04-02 04:34:19
exp_1001_5964,exp_1001,8026,treatment,2026-04-12 21:03:43
exp_1001_5965,exp_1001,21578,treatment,2026-04-01 01:36:19
exp_1001_5966,exp_1001,876,control,2026-04-15 14:50:51
exp_1001_5967,exp_1001,10505,treatment,2026-04-08 14:50:13
exp_1001_5968,exp_1001,17543,control,2026-04-07 21:30:54
exp_1001_5969,exp_1001,9674,control,2026-04-06 12:28:24
exp_1001_5970,exp_1001,41075,treatment,2026-04-03 15:41:19
exp_1001_5971,exp_1001,41613,control,2026-04-14 00:52:55
exp_1001_5972,exp_1001,34884,treatment,2026-04-11 02:33:34
exp_1001_5973,exp_1001,4236,treatment,2026-04-05 16:15:31
exp_1001_5974,exp_1001,38798,control,2026-04-17 06:29:37
exp_1001_5975,exp_1001,5478,control,2026-04-05 07:33:30
exp_1001_5976,exp_1001,35921,treatment,2026-04-03 17:30:14
exp_1001_5977,exp_1001,30776,treatment,2026-04-10 05:18:48
exp_1001_5978,exp_1001,23321,treatment,2026-04-17 11:24:06
exp_1001_5979,exp_1001,25236,treatment,2026-04-10 06:26:00
exp_1001_5980,exp_1001,14876,control,2026-04-08 19:48:41
exp_1001_5981,exp_1001,33610,treatment,2026-04-13 20:48:51
exp_1001_5982,exp_1001,12667,control,2026-04-01 02:18:54
exp_1001_5983,exp_1001,25422,treatment,2026-04-07 04:24:40
exp_1001_5984,exp_1001,36338,treatment,2026-04-11 10:12:20
exp_1001_5985,exp_1001,37689,control,2026-04-03 07:38:52
exp_1001_5986,exp_1001,3709,control,2026-04-14 11:37:20
exp_1001_5987,exp_1001,41741,treatment,2026-04-12 21:38:23
exp_1001_5988,exp_1001,16174,treatment,2026-04-02 21:24:39
exp_1001_5989,exp_1001,8901,control,2026-04-01 19:58:15
exp_1001_5990,exp_1001,856,control,2026-04-04 03:55:01
exp_1001_5991,exp_1001,16829,control,2026-04-14 07:55:26
exp_1001_5992,exp_1001,7811,control,2026-04-18 09:46:32
exp_1001_5993,exp_1001,3812,control,2026-04-13 15:43:20
exp_1001_5994,exp_1001,30007,treatment,2026-04-16 11:18:38
exp_1001_5995,exp_1001,8196,control,2026-04-08 08:41:25
exp_1001_5996,exp_1001,5652,treatment,2026-04-05 04:22:46
exp_1001_5997,exp_1001,25260,control,2026-04-13 16:38:22
exp_1001_5998,exp_1001,20072,control,2026-04-17 22:52:44
exp_1001_5999,exp_1001,3254,treatment,2026-04-08 23:36:54
exp_1001_6000,exp_1001,35890,treatment,2026-04-12 02:25:44
exp_1001_6001,exp_1001,33405,treatment,2026-04-16 00:11:27
exp_1001_6002,exp_1001,35351,control,2026-04-11 23:36:58
exp_1001_6003,exp_1001,4374,control,2026-04-10 19:31:46
exp_1001_6004,exp_1001,13217,control,2026-04-10 05:45:50
exp_1001_6005,exp_1001,39203,control,2026-04-08 17:39:46
exp_1001_6006,exp_1001,19446,control,2026-04-10 16:01:18
exp_1001_6007,exp_1001,32814,control,2026-04-14 18:15:22
exp_1001_6008,exp_1001,18807,control,2026-04-05 19:13:25
exp_1001_6009,exp_1001,33588,treatment,2026-04-16 05:01:14
exp_1001_6010,exp_1001,23178,treatment,2026-04-02 17:04:21
exp_1001_6011,exp_1001,16394,treatment,2026-04-15 19:36:20
exp_1001_6012,exp_1001,39977,control,2026-04-06 14:06:27
exp_1001_6013,exp_1001,70,control,2026-04-02 21:34:57
exp_1001_6014,exp_1001,14633,control,2026-04-04 08:09:54
exp_1001_6015,exp_1001,6746,control,2026-04-16 23:29:42
exp_1001_6016,exp_1001,21212,control,2026-04-12 03:28:53
exp_1001_6017,exp_1001,18177,control,2026-04-16 05:40:55
exp_1001_6018,exp_1001,37704,treatment,2026-04-12 03:27:10
exp_1001_6019,exp_1001,36036,control,2026-04-15 13:31:51
exp_1001_6020,exp_1001,3447,treatment,2026-04-02 11:44:45
exp_1001_6021,exp_1001,35818,treatment,2026-04-18 16:42:38
exp_1001_6022,exp_1001,34547,control,2026-04-18 11:15:23
exp_1001_6023,exp_1001,10367,treatment,2026-04-14 18:50:33
exp_1001_6024,exp_1001,13149,control,2026-04-16 17:29:52
exp_1001_6025,exp_1001,1446,treatment,2026-04-06 22:57:23
exp_1001_6026,exp_1001,2991,control,2026-04-15 21:52:14
exp_1001_6027,exp_1001,37588,control,2026-04-03 06:04:24
exp_1001_6028,exp_1001,33142,control,2026-04-16 22:49:29
exp_1001_6029,exp_1001,6547,treatment,2026-04-02 02:39:52
exp_1001_6030,exp_1001,38397,control,2026-04-01 08:46:55
exp_1001_6031,exp_1001,9896,control,2026-04-03 00:07:49
exp_1001_6032,exp_1001,1068,control,2026-04-18 00:24:38
exp_1001_6033,exp_1001,7052,treatment,2026-04-07 16:08:11
exp_1001_6034,exp_1001,34328,control,2026-04-12 08:20:55
exp_1001_6035,exp_1001,35833,control,2026-04-08 08:36:39
exp_1001_6036,exp_1001,29146,treatment,2026-04-14 17:26:44
exp_1001_6037,exp_1001,21404,control,2026-04-16 01:54:01
exp_1001_6038,exp_1001,37868,treatment,2026-04-14 11:46:08
exp_1001_6039,exp_1001,22645,treatment,2026-04-16 11:21:10
exp_1001_6040,exp_1001,18219,control,2026-04-06 22:40:40
exp_1001_6041,exp_1001,6979,treatment,2026-04-03 22:29:00
exp_1001_6042,exp_1001,23864,treatment,2026-04-11 16:32:43
exp_1001_6043,exp_1001,8546,treatment,2026-04-16 13:41:38
exp_1001_6044,exp_1001,7168,control,2026-04-07 16:24:07
exp_1001_6045,exp_1001,22637,control,2026-04-12 21:01:27
exp_1001_6046,exp_1001,11194,control,2026-04-01 14:26:28
exp_1001_6047,exp_1001,37380,treatment,2026-04-10 21:13:10
exp_1001_6048,exp_1001,39476,treatment,2026-04-07 15:21:50
exp_1001_6049,exp_1001,28321,treatment,2026-04-09 13:35:35
exp_1001_6050,exp_1001,36512,control,2026-04-02 08:10:11
exp_1001_6051,exp_1001,37428,control,2026-04-01 04:09:26
exp_1001_6052,exp_1001,26236,control,2026-04-04 03:33:37
exp_1001_6053,exp_1001,29491,treatment,2026-04-15 04:40:51
exp_1001_6054,exp_1001,25352,treatment,2026-04-17 15:28:30
exp_1001_6055,exp_1001,9862,control,2026-04-09 08:39:51
exp_1001_6056,exp_1001,32239,control,2026-04-16 06:33:08
exp_1001_6057,exp_1001,7284,treatment,2026-04-05 10:13:22
exp_1001_6058,exp_1001,10146,control,2026-04-05 01:40:21
exp_1001_6059,exp_1001,15498,treatment,2026-04-13 20:28:12
exp_1001_6060,exp_1001,25189,control,2026-04-02 06:34:15
exp_1001_6061,exp_1001,36937,treatment,2026-04-16 18:49:08
exp_1001_6062,exp_1001,14980,control,2026-04-10 07:10:17
exp_1001_6063,exp_1001,36822,control,2026-04-06 17:41:12
exp_1001_6064,exp_1001,19344,control,2026-04-18 03:04:43
exp_1001_6065,exp_1001,8667,control,2026-04-18 16:34:27
exp_1001_6066,exp_1001,40467,control,2026-04-18 20:36:31
exp_1001_6067,exp_1001,29956,control,2026-04-01 12:28:39
exp_1001_6068,exp_1001,9661,treatment,2026-04-08 12:56:38
exp_1001_6069,exp_1001,8287,treatment,2026-04-15 04:08:44
exp_1001_6070,exp_1001,37672,treatment,2026-04-10 18:02:35
exp_1001_6071,exp_1001,9941,control,2026-04-11 03:40:28
exp_1001_6072,exp_1001,5293,treatment,2026-04-12 18:28:56
exp_1001_6073,exp_1001,14451,treatment,2026-04-05 06:20:43
exp_1001_6074,exp_1001,31883,treatment,2026-04-05 09:29:59
exp_1001_6075,exp_1001,23499,treatment,2026-04-09 02:53:24
exp_1001_6076,exp_1001,26223,treatment,2026-04-07 17:20:16
exp_1001_6077,exp_1001,17827,treatment,2026-04-16 15:02:06
exp_1001_6078,exp_1001,4557,control,2026-04-17 00:20:37
exp_1001_6079,exp_1001,22268,control,2026-04-13 05:58:58
exp_1001_6080,exp_1001,28800,control,2026-04-05 19:09:50
exp_1001_6081,exp_1001,21971,control,2026-04-13 04:14:03
exp_1001_6082,exp_1001,18979,treatment,2026-04-01 12:46:05
exp_1001_6083,exp_1001,19991,control,2026-04-12 06:34:49
exp_1001_6084,exp_1001,36763,control,2026-04-01 15:49:09
exp_1001_6085,exp_1001,35792,treatment,2026-04-01 19:29:56
exp_1001_6086,exp_1001,28003,control,2026-04-01 09:05:55
exp_1001_6087,exp_1001,20663,control,2026-04-07 08:08:14
exp_1001_6088,exp_1001,26242,treatment,2026-04-14 19:55:50
exp_1001_6089,exp_1001,29094,control,2026-04-16 11:41:29
exp_1001_6090,exp_1001,18536,treatment,2026-04-18 05:57:45
exp_1001_6091,exp_1001,32654,treatment,2026-04-01 18:38:28
exp_1001_6092,exp_1001,15936,control,2026-04-17 23:27:16
exp_1001_6093,exp_1001,2720,control,2026-04-07 17:11:03
exp_1001_6094,exp_1001,14433,control,2026-04-05 10:31:11
exp_1001_6095,exp_1001,19423,control,2026-04-14 16:45:40
exp_1001_6096,exp_1001,39423,treatment,2026-04-13 12:46:37
exp_1001_6097,exp_1001,8677,treatment,2026-04-13 07:12:55
exp_1001_6098,exp_1001,3849,treatment,2026-04-02 07:51:02
exp_1001_6099,exp_1001,2242,treatment,2026-04-08 20:51:34
exp_1001_6100,exp_1001,13567,treatment,2026-04-17 19:10:11
exp_1001_6101,exp_1001,37420,control,2026-04-10 11:17:59
exp_1001_6102,exp_1001,29180,control,2026-04-18 08:38:15
exp_1001_6103,exp_1001,4848,control,2026-04-09 10:59:28
exp_1001_6104,exp_1001,5542,treatment,2026-04-15 06:21:58
exp_1001_6105,exp_1001,13234,control,2026-04-10 17:30:35
exp_1001_6106,exp_1001,33576,control,2026-04-15 05:09:17
exp_1001_6107,exp_1001,37083,treatment,2026-04-12 15:03:53
exp_1001_6108,exp_1001,26198,treatment,2026-04-17 17:28:48
exp_1001_6109,exp_1001,16190,control,2026-04-06 09:15:22
exp_1001_6110,exp_1001,11222,treatment,2026-04-11 03:35:27
exp_1001_6111,exp_1001,3399,treatment,2026-04-17 14:46:46
exp_1001_6112,exp_1001,3246,treatment,2026-04-09 04:48:38
exp_1001_6113,exp_1001,14914,control,2026-04-06 16:22:32
exp_1001_6114,exp_1001,32685,control,2026-04-03 13:53:19
exp_1001_6115,exp_1001,20894,treatment,2026-04-03 18:15:40
exp_1001_6116,exp_1001,35320,treatment,2026-04-01 05:37:57
exp_1001_6117,exp_1001,6807,control,2026-04-10 22:10:56
exp_1001_6118,exp_1001,24598,control,2026-04-16 09:19:40
exp_1001_6119,exp_1001,240,treatment,2026-04-11 12:10:36
exp_1001_6120,exp_1001,37070,control,2026-04-16 00:19:59
exp_1001_6121,exp_1001,31275,control,2026-04-07 03:27:34
exp_1001_6122,exp_1001,35103,control,2026-04-05 02:43:39
exp_1001_6123,exp_1001,7632,treatment,2026-04-06 00:53:21
exp_1001_6124,exp_1001,7046,treatment,2026-04-06 15:25:01
exp_1001_6125,exp_1001,8072,treatment,2026-04-11 11:01:02
exp_1001_6126,exp_1001,23448,treatment,2026-04-07 08:11:55
exp_1001_6127,exp_1001,14666,treatment,2026-04-01 20:31:41
exp_1001_6128,exp_1001,28513,treatment,2026-04-15 08:04:02
exp_1001_6129,exp_1001,11333,control,2026-04-02 12:16:44
exp_1001_6130,exp_1001,13233,control,2026-04-09 12:20:03
exp_1001_6131,exp_1001,20784,treatment,2026-04-02 00:48:41
exp_1001_6132,exp_1001,15291,control,2026-04-15 08:23:14
exp_1001_6133,exp_1001,18865,control,2026-04-17 15:59:57
exp_1001_6134,exp_1001,38226,treatment,2026-04-05 10:49:23
exp_1001_6135,exp_1001,8180,control,2026-04-18 21:41:42
exp_1001_6136,exp_1001,16458,control,2026-04-06 18:27:19
exp_1001_6137,exp_1001,17656,control,2026-04-09 10:52:48
exp_1001_6138,exp_1001,33771,treatment,2026-04-09 17:30:08
exp_1001_6139,exp_1001,40761,control,2026-04-17 06:37:08
exp_1001_6140,exp_1001,22957,control,2026-04-18 02:31:52
exp_1001_6141,exp_1001,17974,control,2026-04-02 03:38:22
exp_1001_6142,exp_1001,24938,control,2026-04-15 10:11:15
exp_1001_6143,exp_1001,24499,treatment,2026-04-13 18:04:03
exp_1001_6144,exp_1001,26420,treatment,2026-04-07 12:30:16
exp_1001_6145,exp_1001,6821,treatment,2026-04-17 18:43:38
exp_1001_6146,exp_1001,21725,treatment,2026-04-03 08:05:13
exp_1001_6147,exp_1001,22447,treatment,2026-04-03 14:41:31
exp_1001_6148,exp_1001,831,treatment,2026-04-13 08:38:33
exp_1001_6149,exp_1001,32455,control,2026-04-08 12:20:01
exp_1001_6150,exp_1001,32323,control,2026-04-01 04:50:08
exp_1001_6151,exp_1001,18361,treatment,2026-04-14 15:43:35
exp_1001_6152,exp_1001,4040,treatment,2026-04-05 17:30:30
exp_1001_6153,exp_1001,11281,treatment,2026-04-06 09:50:44
exp_1001_6154,exp_1001,7244,control,2026-04-14 03:10:11
exp_1001_6155,exp_1001,18880,control,2026-04-03 09:33:07
exp_1001_6156,exp_1001,4689,control,2026-04-06 11:32:30
exp_1001_6157,exp_1001,36327,treatment,2026-04-07 08:25:55
exp_1001_6158,exp_1001,33547,control,2026-04-18 20:08:44
exp_1001_6159,exp_1001,27877,treatment,2026-04-14 22:17:24
exp_1001_6160,exp_1001,5354,control,2026-04-12 22:27:41
exp_1001_6161,exp_1001,32401,treatment,2026-04-06 22:43:55
exp_1001_6162,exp_1001,32098,control,2026-04-11 11:58:54
exp_1001_6163,exp_1001,9272,control,2026-04-08 05:53:32
exp_1001_6164,exp_1001,6987,treatment,2026-04-08 17:24:26
exp_1001_6165,exp_1001,40962,treatment,2026-04-05 21:57:36
exp_1001_6166,exp_1001,25628,control,2026-04-04 21:21:57
exp_1001_6167,exp_1001,25756,treatment,2026-04-15 22:47:15
exp_1001_6168,exp_1001,20990,control,2026-04-01 09:03:29
exp_1001_6169,exp_1001,34536,control,2026-04-11 08:43:09
exp_1001_6170,exp_1001,633,control,2026-04-17 09:24:39
exp_1001_6171,exp_1001,5525,control,2026-04-10 13:16:13
exp_1001_6172,exp_1001,39644,control,2026-04-01 14:31:43
exp_1001_6173,exp_1001,20234,control,2026-04-10 21:44:29
exp_1001_6174,exp_1001,32140,control,2026-04-14 13:51:40
exp_1001_6175,exp_1001,8815,control,2026-04-11 01:23:22
exp_1001_6176,exp_1001,11514,control,2026-04-14 02:37:21
exp_1001_6177,exp_1001,41138,treatment,2026-04-17 05:43:46
exp_1001_6178,exp_1001,22074,control,2026-04-03 19:46:29
exp_1001_6179,exp_1001,30018,control,2026-04-05 20:28:36
exp_1001_6180,exp_1001,11128,control,2026-04-17 08:49:36
exp_1001_6181,exp_1001,31507,control,2026-04-04 01:55:28
exp_1001_6182,exp_1001,19235,control,2026-04-18 03:53:46
exp_1001_6183,exp_1001,13878,control,2026-04-16 20:55:48
exp_1001_6184,exp_1001,31871,control,2026-04-10 17:27:06
exp_1001_6185,exp_1001,9539,treatment,2026-04-09 20:01:36
exp_1001_6186,exp_1001,39681,treatment,2026-04-05 13:42:29
exp_1001_6187,exp_1001,14191,treatment,2026-04-05 22:27:39
exp_1001_6188,exp_1001,4958,control,2026-04-13 07:01:16
exp_1001_6189,exp_1001,37422,treatment,2026-04-15 06:37:05
exp_1001_6190,exp_1001,29233,treatment,2026-04-12 22:51:24
exp_1001_6191,exp_1001,34417,control,2026-04-16 02:12:05
exp_1001_6192,exp_1001,8169,control,2026-04-15 13:02:18
exp_1001_6193,exp_1001,8284,control,2026-04-11 09:13:25
exp_1001_6194,exp_1001,18781,treatment,2026-04-06 20:55:56
exp_1001_6195,exp_1001,29609,control,2026-04-06 03:05:57
exp_1001_6196,exp_1001,21875,control,2026-04-17 07:16:49
exp_1001_6197,exp_1001,10289,treatment,2026-04-10 03:49:36
exp_1001_6198,exp_1001,33314,control,2026-04-05 19:24:43
exp_1001_6199,exp_1001,13872,control,2026-04-01 06:20:17
exp_1001_6200,exp_1001,27648,treatment,2026-04-07 22:59:30
exp_1001_6201,exp_1001,39904,control,2026-04-13 00:01:18
exp_1001_6202,exp_1001,13877,treatment,2026-04-05 09:05:30
exp_1001_6203,exp_1001,3260,control,2026-04-13 11:31:15
exp_1001_6204,exp_1001,19823,treatment,2026-04-12 04:17:51
exp_1001_6205,exp_1001,14758,treatment,2026-04-15 18:01:41
exp_1001_6206,exp_1001,9109,control,2026-04-18 10:02:18
exp_1001_6207,exp_1001,35194,treatment,2026-04-06 15:50:42
exp_1001_6208,exp_1001,3542,treatment,2026-04-16 22:38:08
exp_1001_6209,exp_1001,9758,treatment,2026-04-18 01:51:48
exp_1001_6210,exp_1001,33931,control,2026-04-06 20:40:13
exp_1001_6211,exp_1001,34445,control,2026-04-17 08:33:48
exp_1001_6212,exp_1001,27633,treatment,2026-04-17 06:46:22
exp_1001_6213,exp_1001,36148,treatment,2026-04-03 23:27:02
exp_1001_6214,exp_1001,12007,control,2026-04-04 09:37:48
exp_1001_6215,exp_1001,2044,treatment,2026-04-18 01:06:10
exp_1001_6216,exp_1001,10023,control,2026-04-06 07:23:56
exp_1001_6217,exp_1001,8371,treatment,2026-04-12 21:46:19
exp_1001_6218,exp_1001,31773,control,2026-04-16 02:44:29
exp_1001_6219,exp_1001,24154,treatment,2026-04-11 15:06:03
exp_1001_6220,exp_1001,9783,treatment,2026-04-07 08:49:57
exp_1001_6221,exp_1001,28594,control,2026-04-10 22:33:17
exp_1001_6222,exp_1001,26206,treatment,2026-04-09 01:02:46
